Site ID,samples22k,Site Name,Lat,Long,Elev,Preferred Units,Biome,Region,Country,Site Type,Water Depth (m),Basin Size,Catchment Size,Landscape,Local Veg,Regional Veg,Streams,Have Pub?,Original Dating Type,Record Source,Age Model,Data Source,Database (Source),Project,Published,Version,ID_Status
124,352,Lattok Lake,65.95694,18.345,480,XARE,10,EURO,SWED,LKET,5.1,VESM,SMAL,DIUP,conifer forest with ericoides sunderstorey,"northern boreal, Pinus sylvestris dominant",INOU,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
125,263,Raigejegge,66.15694,18.2133,480,XARE,10,EURO,SWED,LKET,5.1,VESM,SMAL,DIUP,conifer forest with ericoides sunderstorey,"northern boreal, Pinus sylvestris dominant",OUTO,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
127,215,Patterson Lake,41.3867,-120.2236,2743,C125,7,WNA0,US00,LCIR,0,NOTK,SMAL,MOUN,whitbark pine forest,whitebark pine zone of Sierran vegetation series (Billings 1951),OUTO,Yes,CALO,Minckley,POLY,RAW0,NOTA,,No,GCD1,BART
128,857,Lily Lake,41.9758,-120.2097,2042,C125,7,WNA0,US00,LACU,0,NOTK,SMAL,MOUN,"white fir, ponderosa pine, lodgepole pine, western white pine, incense cedar, western juniper",mixed-conifer forest,NOTK,Yes,CALO,Minckley,POLY,RAW0,NOTA,,No,GCD1,BART
129,208,Dead Horse Lake,42.5606,-120.7781,2248,C125,9,WNA0,US00,LMOR,0,NOTK,SMAL,MOUN,"lodgepole pine, western white pine, whitebark pine",lodgepole pine-mountain hemlock zone (Franklin and Dyrness 1988),NOTK,Yes,CALO,Minckley,POLY,RAW0,NOTA,,No,GCD1,BART
130,73,Lago di Massaciuccoli,43.85,10.31944,1,C010,16,EURO,ITAL,COAS,3,MEDI,MEDI,COPL,"Cyperaceace-dominated peats (Cladium mariscus, Phragmites)",Evergreen forests (Quercus ilex),INOU,No,NOTK,Colombaroli,NOTK,RAW0,,EURO2,No,GCD3,BART
132,483,Coast Trail Pond,37.985277,-122.8,230,C125,15,WNA0,US00,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,R.S. Anderson,NOTK,RAW0,NOTA,,No,GCD1,BART
133,324,DeHerrera Lake,37.741667,-107.70833,3343,C125,10,WNA0,US00,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,R.S. Anderson,NOTK,RAW0,NOTA,,No,GCD1,BART
134,1427,Hunters Lake,37.6083,-106.8444,3516,X125,10,WNA0,US00,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,R.S. Anderson,NOTK,RAW0,NOTA,,No,GCD1,BART
135,213,Jicarita Bog,36.07083,-105.5889,3207,X125,21,WNA0,US00,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,Allison Blair/R.S.Anderson,NOTK,RAW0,NOTA,1492,No,GCD3,BART
136,424,Little Molas Lake,37.741667,-107.7083,3370,XCM3,10,WNA0,US00,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,Yes,CALO,J. Toney/R.S. Anderson,NOTK,RAW0,NOTA,,No,GCD1,BART
137,213,Paradox Lake,60.6244,-150.754167,68,X125,10,WNA0,US00,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,R.S. Anderson,NOTK,RAW0,NOTA,,No,GCD1,BART
139,70,Laguna Aculeo,-33.8333,-70.9167,360,X120,17,SSA0,ARGE,LTHK,-9999,MED,MEDI,BARA,"severity altered, Sclerophyllous forest","Sclerophyllous forest (400-1250 asl), Sclerophyllous mountain matorral (1250-1900 asl), Nothofagus deciduos relict pach forest (1900-2000 asl)",NOTK,No,NOTK,,NOTK,,,,No,GCD1,BART
140,107,Tagua Tagua,-34.5,-71.1667,200,XARE,6,SSA0,CHIL,LTHK,5,MED,MEDI,BARA,"severity altered, Sclerophyllous forest","Sclerophyllous forest (400-1250 asl), Sclerophyllous mountain matorral (1250-1900 asl), Nothofagus deciduos relict pach forest (1900-2000 asl)",NOTK,No,RADI,mjp,NOTK,DIGI,NOTA,,No,GCD1,BART
143,430,El Salto,-41.64,-73.0961,67,C125,6,SSA0,CHIL,LACU,-9999,NOTK,NOTK,HUDI,NOTK,NOTK,NOTK,No,NOTK,,NOTK,,,,No,GCD1,BART
144,249,Lago Condorito,-41.75,-73.1167,60,C120,6,SSA0,CHIL,LTHK,-9999,VESM,SMAL,LOPL,"severity altered, Valdivian rainforest","Valdivian rainforest (<400 asl), North Patagonian rainforest (400-1000 asl), Decidous Subantartic Forest (1000-1200 asl)",NOTK,No,NOTK,,NOTK,,,,No,GCD1,BART
147,1131,Lepue,-42.8,-73.7,152,C125,4,SSA0,CHIL,LTHK,-9999,NOTK,NOTK,OTHE,NOTK,NOTK,NOTK,No,NOTK,,NOTK,,,,No,GCD1,BART
149,91,Laguna Oprasa,-44.35555556,-73.65555556,50,PPOL,6,SSA0,CHIL,LTHK,3.66,VESM,SMAL,OTHE,"Pilgerodendron uviferum, Nothofagus betuloides, Tepuaria stipularis, Desfontainia spinosa,  Gevuina avellana forest. Sphagnum dominate the mires, ",North Patagonian Rain Forest,NOTK,No,NOTK,S. Haberle,NOTK,,,,No,GCD1,BART
150,1020,Lago Pollux,-45.6756,-71.8629,640,C125,4,SSA0,ARGE,TBOG,-9999,VESM,SMAL,BARA,NOTK,NOTK,NOTK,No,NOTK,,NOTK,RAW0,,,No,GCD1,BART
152,170,Vega  andñ,-50.93277778,-72.76527778,200,X120,9,SSA0,ARGE,TBOG,-9999,SMAL,SMAL,HUDI,"Gramineae and Cyperacea dominate the bog. In the edge occurs a Nothofagus antarctica and N. pumilio disturbed pach forest, with Acaena sp, Mullinum spinosum, Anarthrophyllum sp, Berberis buxifolia, and Discaria serratifolia",Nothofagus forest-steppe ecotone,NOTK,No,NOTK,,NOTK,,,,No,GCD1,BART
154,86,Torres del Paine2,-51.08333333,-73.06666667,100,X106,5,SSA0,CHIL,TBOG,-9999,VESM,SMAL,UPPL,Nothofagus forest-steppe ecotone,Nothofagus forest-steppe ecotone,NOTK,No,NOTK,,NOTK,DIGI,NOTA,,No,GCD1,BART
155,164,Lago Guanaco,-51.13305556,-73.10972222,60,C125,5,SSA0,CHIL,LTHK,12.8,SMAL,SMAL,LOPL,"Festuca gracillima, Poa sp, Stipa sp,  Acaena sp, and Adesmia boronoides, ",Nothofagus forest-steppe ecotone,NOTK,No,NOTK,,NOTK,,,,No,GCD1,BART
157,30,Potrok Aike,-51.96666667,-70.38333333,100,X01K,11,SSA0,ARGE,LVOL,-9999,MEDI,MEDI,HUDI,"Festuca gracillima, Poa sp, Stipa sp,  Acaena sp, Adesmia boronoides, Colobanthus subulatus, Azorrela filamentosa, Peretia recurvata, Berberis heterophylla and Empetrum rubrum.",Patagonian Steppe,NOTK,Yes,RADI,Haberzettl 2007 (500yrs)(mjp),AUTH,DIGI,NOTA,,No,GCD2,BART
158,994,Rio Rubens,-52.1375,-71.88138889,220,C125,22,SSA0,ARGE,TBOG,-9999,VESM,SMAL,HUDI,Shagnum magellanicum in the bog. ,Nothofagus forest-steppe ecotone,NOTK,No,NOTK,"Huber, 2003, 2004",NOTK,RAW0,,,No,GCD1,BART
160,81,Punta Arenas,-53.15,-70.95,75,X105,11,SSA0,CHIL,TBOG,-9999,SMAL,SMAL,COPL,"Empetrum rubrum and scattered, 1-2 m tall Nothofagus betuloides.  ","Chiliotrichum-Berberis matorral, adjacent to Mixed Nothofagus pumilio-N. betuloides",NOTK,No,RADI,,NOTK,DIGI,NOTA,,No,GCD1,BART
162,74,Puerto del Hambre,-53.6,-70.91666667,3,X106,11,SSA0,CHIL,TBOG,-9999,VESM,SMAL,HUDI,Empetrum rubrum and Sphagnum malleganicum,Mixed Nothofagus pumilio-N. betuloides forest,NOTK,No,NOTK,McColloch&Davies 2001 (15.5 ka),NOTK,DIGI,NOTA,,No,GCD1,BART
170,105,Puerto Haberton,-54.88333333,-67.16666667,20,5015,11,SSA0,CHIL,TBOG,-9999,VESM,SMAL,COPL,Mixed Nothofagus pumilio-N. betuloides,Subantarctic Deciduos-evergreen Forests,NOTK,No,NOTK,,NOTK,DIGI,NOTA,,No,GCD1,BART
179,238,Siesta Lake,37.85,-119.6667,2430,C125,8,WNA0,US00,LACU,1.35,VESM,NOTK,MOUN,NOTK,NOTK,NOTK,No,CALO,,POLY,AUTH,IMPD,,No,GCD1,BART
180,21,LR1,58.5833,-75.25,170,XARP,23,ENA0,CANA,LGLA,0,VESM,SMAL,LOPL,tundra,"0
259
449
520
649
698
909
985
1152
1284
1365
1642
1887
2000
2345
2694
2956
3353
3465
3734
3882
3970
4085
4171
4294
4420
4562
4849
5254
5608
5993
6592
7006
tundra",NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
181,33,EC1,56.2833,-75.1,250,XARP,10,ENA0,CANA,LNAT,0,VESM,SMAL,LOPL,Tundra x Evergreen needleleaf forest,boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
182,58,GB2,55.1,-75.2833,300,XARP,10,ENA0,CANA,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
183,247,Ferry Lake,46.016667,-92.1333,25,X125,7,ENA0,US00,LCIR,12,VESM,SMAL,ROUP,Pine-Oak Forest,Pine-Oak Forest,NOTK,No,NOTK,Lynch et al. 2006,NOTK,AUTH,NOTA,,No,GCD1,BART
184,71,Loch an Amair,57.288889,-4.890278,315,XCOP,11,EURO,UK00,LGLA,3.25,VESM,SMAL,ROUP,Pinus sylvestris woodland and non-native Pinus contorta,"open vegetation, Scottish highlands",NOTK,Yes,RADI,Froyd 2006,POLY,DIGI,NOTA,,No,GCD1,BART
185,72,Dubh-Lochan,57.290556,-4.435278,150,XCOP,11,EURO,UK00,LGLA,3.5,VESM,SMAL,ROUP,"Betula woodland, open, grazed grasslands/Calluna vulgaris/sphagnum","open vegetation, Scottish highlands",NOTK,Yes,RADI,Froyd 2006,LINE,DIGI,NOTA,,No,GCD1,BART
186,62,Lochan na h-Inghinn,58.254167,-5.091667,65,XCOP,9,EURO,UK00,LGLA,3.14,VESM,SMAL,ROUP,"Betula woodland on hillslopes, blanket mire","open vegetation, Scottish highlands",NOTK,Yes,RADI,Froyd 2006,POLY,DIGI,NOTA,,No,GCD1,BART
187,72,Reidh-lochan,58.036944,-4.123889,160,XCOP,9,EURO,UK00,LGLA,4.57,VESM,SMAL,ROUP,Blanket mire and agricultural lands,"open vegetation, Scottish highlands",NOTK,Yes,RADI,Froyd 2006,POLY,DIGI,NOTA,,No,GCD1,BART
188,17,Maxus-Core5,-0.7,-76.45,3,CARE,1,TSA0,ECUA,LFLU,0,VESM,SMAL,LOPL,Evergreen tropical rainforest,Evergreen tropical rainforest,NOTK,Yes,RADI,Athen & Ward 1999(mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
189,30,Laguna Zoncho,8.813,-82.963,1190,CPRA,1,CENA,COST,LACU,2.3,VESM,SMAL,HUDI,"agricultural land: remnant tropical premontane rain forest, crops, ornamental plants",cattle pastures and remnant premontane rain forest,NOTK,No,RADI,,POLY,AUTH,NOTA,,No,GCD1,BART
190,34,Bao,19.0667,-71.0333,1775,CPRA,5,CENA,DOMR,TMIR,0.15,VESM,SMAL,MOUN,"surrounded by high elevation grassland in valley, with Pinus occidentalis on slopes",NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
191,26,Curt Pond,36.90222,-84.035833,336,XARE,4,ENA0,US00,HOLL,0.2,VESM,SMAL,DIUP,NOTK,Mixed Mesophytic,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
192,32,Cliff Palace Pond,37.526111,-83.928889,424,XARE,4,ENA0,US00,HOLL,0.14,VESM,SMAL,DIUP,NOTK,Mixed Mesophytic,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
193,9,Horse Cove Bog,35.041667,-83.158333,887,XARE,4,ENA0,US00,TBOG,0,VESM,SMAL,MOUN,NOTK,Appalachian oak forest (formerly oak-chestnut),NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
194,23,Mound G Pond_Shiloh Indian Mounds,35.141944,-88.206389,143,XARE,16,ENA0,US00,HOLL,0.48,VESM,SMAL,ROUP,NOTK,Western Mesophytic,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
195,14,Cahaba Pond,33.5,-86.53333,204,XARE,6,ENA0,US00,LNAT,1.34,VESM,SMAL,DIUP,NOTK,Mixed Mesophytic,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
196,21,Tuskegee Pond,35.584722,-84.210556,240,XARE,6,ENA0,US00,LNAT,0.4,VESM,SMAL,LRVA,NOTK,Appalachian oak forest (formerly oak-chestnut),NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
197,40,Black Pond,35.6208333,-84.186667,262,XARE,6,ENA0,US00,LNAT,0.1,VESM,SMAL,ROUP,NOTK,Appalachian oak forest (formerly oak-chestnut),NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
198,92,East Sooke Fen,48.351944,-123.681667,155,X150,9,WNA0,CANA,TFEN,-9999,VESM,SMAL,LOPL,"Pseudotsuga, Tsuga heterophylla, Thuja plicata, Pinus contorta",PNW coastal temperate rainforest,NOTK,Yes,RADI,Brown and Hebda2002,LINE,RAW0,NOTA,,No,GCD1,BART
199,108,Pixie,48.596389,-124.196667,70,X150,11,WNA0,CANA,LKET,-9999,SMAL,SMAL,LRVA,"Tsuga heterophylla, Thuja plicata, Abies amabilis",PNW coastal temperate rainforest,NOTK,Yes,RADI,Brown and Hebda2002,LINE,RAW0,NOTA,,No,GCD1,BART
200,45,Whyac,48.67222,-124.8444,15,X150,4,WNA0,CANA,LKET,-9999,SMAL,SMAL,COPL,"Thuja plicata, Tsuga heterophylla, Picea sitchensis",PNW coastal temperate rainforest,NOTK,Yes,RADI,Brown and Hebda2002,LINE,RAW0,NOTA,,No,GCD1,BART
201,56,Porphyry,48.905556,-123.83333,1100,C125,4,WNA0,CANA,TFEN,-9999,VESM,SMAL,ROUP,"Sphagnum, Carex, Eriophorum, Pinus monticola, Tsuga mertensiana, Abies amabilis",shore bog in PNW coastal temperate rainforest,NOTK,Yes,RADI,Brown and Hebda2002,LINE,RAW0,NOTA,,No,GCD2,BART
202,53,Walker,48.529167,-124.002222,950,C125,11,WNA0,CANA,LACU,-9999,VESM,SMAL,ROUP,"Carex, Tsuga mertensiana, Abies amabilis, Chamaecyparis nootkatensis",PNW coastal temperate rainforest,NOTK,Yes,RADI,Brown and Hebda2002,LINE,RAW0,NOTA,,No,GCD2,BART
204,25,Lagoa da Curuca Profile B,-0.766667,-47.85,35,G05I,2,TSA0,BRAZ,LFLU,2,MEDI,SMAL,LOPL,"pasture and secondary forest, but formerly rainforest","pasture and secondary forest, but formerly rainforest",NOTK,Yes,RADI,,NOMO,DIGI,NOTA,,No,GCD1,BART
205,53,Albion,45.6708,-71.325,320,XARP,7,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,mixed temperate,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
206,34,Castor,46.6139,-72.9989,220,XARP,7,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,mixed temperate,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
207,29,Desautels,49.4578,-73.25,480,XARP,8,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,boreal coniferous,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
208,112,Dolbeau,48.9669,-65.9558,965,XARP,8,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,mixed boreal,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
209,67,J'Arrive,49.2472,-65.3764,56,XARP,8,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,mixed boreal,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
210,21,Madeleine,47.6667,-70.7194,800,XARP,7,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,mixed boreal,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
211,32,Neume,47.5878,-77.1108,363,XARP,8,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,mixed boreal,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
212,30,Spearman,46.5439,-78.5028,368,XARE,7,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,mixed temperate,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
213,23,Yamaska,45.4578,-72.8719,265,XARE,7,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,mixed temperate,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
214,19,Yelle,48.5039,-79.6378,356,XARE,8,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,mixed boreal,NOTK,No,CALO,,NOTK,RAW0,NOTA,,No,GCD1,BART
215,137,Masoko,-9.333333,33.75,770,C125,12,AFRI,TANZ,LVOL,39,SMAL,SMAL,ROUP,Zambezian woodlands of Miombo type,Zambezian woodland and Afromontane formations in highlands,NOTK,No,RADI,Thevenon et al & Vanniere (mjp),SMSP,AUTH,NOTA,,No,GCD1,BART
216,113,Jackfish,63.02,-136.47,655,C125,23,WNA0,US00,LKET,8,NOTK,NOTK,NOTK,NOTK,spruce-dominated boreal forest,NOTK,No,RADI,,NOTK,AUTH,NOTA,,No,GCD1,BART
217,206,Jan,66.03,-147.5533,223,X125,10,WNA0,US00,LACU,12,NOTK,NOTK,NOTK,"Mixed black and white spruce, with dense Salix, Alnus, Betula around lake shore",Mixed interior spruce forest with successional hardwoods,NOTK,No,RADI,,NOTK,AUTH,NOTA,,No,GCD1,BART
218,184,Oops,65.4419,-147.6324,488,C125,10,WNA0,US00,LACU,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,RADI,,NOTK,AUTH,NOTA,,No,GCD1,BART
219,14,Sands of Time,66.03,-147.5533,223,CARE,10,WNA0,US00,LACU,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,INOU,No,RADI,,NOTK,AUTH,NOTA,,No,GCD1,BART
220,1062,Ruppert,67.07111,-154.245833,230,X125,10,WNA0,US00,LMOR,-9999,VESM,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
221,580,Xindi,67.111667,-152.491667,240,X125,10,WNA0,US00,LGLA,-9999,VESM,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
222,470,Code,67.158056,-151.86111,250,X125,10,WNA0,US00,LTHK,-9999,VESM,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
223,551,Wild Tussock,67.127778,-151.381944,290,X125,23,WNA0,US00,LGLA,-9999,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
224,400,Last Chance,67.079167,-150.75222,250,X125,10,WNA0,US00,LTHK,-9999,VESM,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
225,525,7-M,62.5,-113.72,213,XARE,10,WNA0,US00,LACU,6.5,MEDI,SMAL,ROUP,"Cyperaceace-dominated peats, with small Betula; peat-cutting current","northern boreal forest, Picea dominant",NOTK,No,CALO,Lynch et al.2004,NOTK,AUTH,NOTA,,No,GCD1,BART
226,38,Arrow,60.75,-150.516667,90,XARE,10,WNA0,US00,COAS,10.5,MEDI,MEDI,UPPL,NOTK,"northern boreal forest, Picea dominant",NOTK,No,CALO,Lynch et al 2003,NOTK,AUTH,NOTA,,No,GCD1,BART
227,62,Rock,60.416667,-150.25,285,XARE,10,WNA0,US00,COAS,5.3,VESM,SMAL,UPPL,NOTK,"northern boreal forest, Picea dominant",NOTK,No,CALO,Lynch et al. 2003,NOTK,AUTH,NOTA,,No,GCD1,BART
228,64,Deuce,66.0546,-148.1621,170,XARE,10,WNA0,US00,COAS,5,SMAL,SMAL,UPPL,NOTK,"northern boreal forest, Picea dominant",NOTK,No,CALO,Lynch et al. 2003,NOTK,AUTH,NOTA,,No,GCD1,BART
229,60,Portage,60.716667,-150.5333,75,XARE,10,WNA0,US00,COAS,15.6,MEDI,SMAL,UPPL,NOTK,"northern boreal forest, Picea dominant",NOTK,No,CALO,Lynch et al 2003,NOTK,AUTH,NOTA,,No,GCD1,BART
233,93,Banda Sea Core SHI-9014,-5.766666667,126.9666667,0,SQCY,-9,AUST,AUST,MARI,3163,VEGL,LARG,MARI,NOTA,NOTA,MARI,No,NOTK,,NOTK,DIGI,NOTA,QUAVIDA,No,GCD1,BART
234,111,ODP Site 820,-16.63333333,146.3,0,XCM3,-9,AUST,AUST,MARI,280,VEGL,LARG,MARI,NOTA,NOTA,MARI,No,NOTK,,NOTK,RAW0,NOTA,QUAVIDA,No,GCD2,BART
236,68,Lake George,-35.06562222,149.4180583,673,TOM4,6,AUST,AUST,LNAT,0,LARG,LARG,BARA,low open forest/woodland,Low open forests/woodland,INON,No,NOTK,G.Hope,NOTK,RAW0,INDO,QUAVIDA,No,GCD1,BART
239,41,Storm Creek,-37.45,145.8,1177,CPRA,6,AUST,AUST,TBOG,0,SMAL,SMAL,DIUP,Sphagnum bog/wet sclerophyll,Tall open forest/Alpine woodland,INOU,Yes,RADI,McKenzie 1997,SMSP,DIGI,NOTA,QUAVIDA,No,GCD1,BART
240,15,Tom Burns_Missen Core,-37.38333333,145.8166667,1075,CPRA,6,AUST,AUST,TBOG,0,SMAL,SMAL,DIUP,Sphagnum bog/wet sclerophyll,Tall open forest,INOU,No,NOTK,,NOTK,DIGI,NOTA,QUAVIDA,No,GCD1,BART
241,31,Tom Burns_D-section Core,-37.38333333,145.8166667,1075,CPRA,6,AUST,AUST,TBOG,0,SMAL,SMAL,DIUP,Sphagnum bog/wet sclerophyll,Tall open forest,INOU,No,NOTK,,NOTK,DIGI,NOTA,QUAVIDA,No,GCD1,BART
242,81,Northwest Crater Tower Hill,-38.31666667,142.3666667,20,C125,6,AUST,AUST,LVOL,0,VESM,SMAL,COPL,Bracken/intro grasses/sedges,Open forest/woodland,NOTK,No,NOTK,,NOTK,DIGI,NOTA,QUAVIDA,No,GCD2,BART
243,93,Lake Baraba Thirlmere Lakes,-34.23416944,150.5397194,305,CARE,5,AUST,AUST,LNAT,0,SMAL,SMAL,LOPL,sclerophyll evergreen,Eucalypt woodland/ forests,INOU,No,NOTK,AL/THP,NOTK,DIGI,NOTA,QUAVIDA,No,GCD2,BART
244,100,Redhead Lagoon,-32.99444444,151.7208333,65,MM2G,5,AUST,AUST,LACU,2,NOTK,NOTK,NOTK,NOTK,woodland,NOTK,No,NOTK,Williams (unpub),NOTK,RAW0,NOTA,QUAVIDA,No,GCD2,BART
246,15,Newall Creek,-42.07,145.44,140,GRPC,6,AUST,AUST,TERR,0,VESM,SMAL,ROUP,lowland temperate rainforest,lowland temperate rainforest,NOTK,No,RADI,THP/SPH,LINE,DIGI,NOTA,QUAVIDA,No,GCD2,BART
247,11,Henty Bridge,-41.99221944,145.4735833,115,CP20,6,AUST,AUST,TMSP,0,VESM,SMAL,LOPL,closed temperate rainforest (Nothofagus),closed temperate rainforest (Nothofagus),NOTK,No,RADI,THP/SPH,LINE,DIGI,NOTA,QUAVIDA,No,GCD2,BART
248,31,Cuddie Springs,-30.3795,147.3117139,127,SQC0,15,AUST,AUST,LACU,0,VESM,LARG,LOPL,semi-arid shrubland,semi-arid shrubland/woodland,INON,No,RADI,SPH,SMSP,DIGI,NOTA,QUAVIDA,No,GCD3,BART
250,98,Core Fr10_95-GC-17,-22.0458,113.50183,0,TOM6,-9,AUST,AUST,MARI,1093,VEGL,LARG,MARI,NOTA,NOTA,MARI,No,NOTK,AL/THP,AUTH,DIGI,NOTA,QUAVIDA,No,GCD2,BART
251,5,Mountain Lagoon,-33.5,150.5166667,604,OTHE,6,AUST,AUST,LACU,0,VESM,SMAL,ROUP,Shale Cap Forest/Melaleuca,tall open forest (Shale Cap Forest),INOU,No,NOTK,,NOTK,DIGI,NOTA,QUAVIDA,No,GCD1,BART
252,66,Penrith Lakes,-33.7139,150.6774,18,ORDI,6,AUST,AUST,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOTK,DIGI,NOTA,QUAVIDA,No,GCD2,BART
254,89,Lake Tilla,10.533,12.133,690,CARE,12,AFRI,NIGE,LVOL,-9999,SMAL,SMAL,DIUP,"Open parkland savannah with scattered trees and shrubs (Acacia, Terminalia, Combretum, Isoberlinia) and intensive farming",Degraded Sudanian woodland/savannah,INON,No,RADI,,NOMO,AUTH,NOTA,,No,GCD1,BART
255,41,Krimda,35.283,6.633,200,ABSC,15,AFRI,ALGE,TBOG,-9999,SMAL,SMAL,DIUP,"Cyperaceae/Poaceae-dominated peat, with Osmunda, Erica scoparia, E. ciliaris",Thermomediterranean cork-oak forest,INON,No,RADI,,NOMO,AUTH,NOTA,,No,GCD1,BART
256,1275,Battle Ground Lake,45.8,-122.4917,154,X125,20,WNA0,US00,LACU,16.13,SMAL,SMAL,MOUN,"Pseudotsuga menziesii, Thuja plicata,Tsuga heterophylla, Abies grandis, Alnus rubra, Acer macrophyllum, Corylus cornuta, Cornus nuttallii, Rhamnus purshiana","southern limit of the Tsuga Heterophylla Zone (Franklin and Dyrness, 1973)",NOTK,No,CALO,,POLY,AUTH,NOTA,,No,GCD1,BART
258,353,Lago di Origlio,46.051166,8.942431,416,CARE,4,EURO,SWIT,LCIR,5,VESM,SMAL,MOUN,Castanea sativa- forests,warm-temperate (submediterranean) forests,INOU,Yes,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
259,104,Lago di Muzzano,45.996295,8.926548,337,CARE,4,EURO,SWIT,LCIR,3,SMAL,SMAL,MOUN,Castanea sativa- forests,warm-temperate (submediterranean) forests,OUTO,Yes,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
260,233,Soppensee,47.080219,8.08333333,596,CARE,4,EURO,SWIT,LGLA,27,SMAL,SMAL,ROUP,"Alnus-Salix belt, meadows, fields","Cultural landscape, relict temperate Abies-Fagus forests ",OUTO,Yes,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
261,116,Lobsigensee,47.030624,7.298178,514,CARE,4,EURO,SWIT,LGLA,3,VESM,SMAL,ROUP,"Alnus-Salix belt, meadows, fields","Cultural landscape, relict temperate Fagus-Quercus forests",OUTO,Yes,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
262,73,Karakol,42.838611,77.392222,2353,C010,7,RUSS,KYRG,LACU,3,SMAL,MEDI,MOUN,Forests of Picea schrenkiana and meadows,subalpine forests of Picea schrenkiana,NOTK,No,NOTK,,NOMO,AUTH,NOTA,,No,GCD1,BART
263,261,Sharkey,44.5942,-93.4136,305,XARE,4,ENA0,US00,LGLA,16.47,vESM,SMAL,ROUP,Elm-Maple-Basswood with much oak in 1850s,Elm-Maple-Basswood-Forest and Open Mesic Grassland,OUTO,Yes,CALO,Camill et al 2003,NOTK,AUTH,NOTA,,No,GCD1,BART
